,product,bigscape_class,genome_id,accn_id,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40,fam_id_0.50,fam_type_0.50,fam_known_compounds_0.50
NZ_CP059991.1.region023,RiPP-like,RiPPs,GCF_015710995.1,NZ_CP059991.1,2015,2015,2015,552,9,unknown_family,u_RiPPs_9,11,unknown_family,u_RiPPs_11,9,unknown_family,u_RiPPs_9
NZ_CP059991.1.region024,butyrolactone,Others,GCF_015710995.1,NZ_CP059991.1,2297,2264,2033,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_CP059991.1.region025,transAT-PKS-like.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_015710995.1,NZ_CP059991.1,2057,2057,2057,,64,unknown_family,u_PKS-NRP_Hybrids_64,64,unknown_family,u_PKS-NRP_Hybrids_64,57,unknown_family,u_PKS-NRP_Hybrids_57
NZ_CP059991.1.region026,terpene,Terpene,GCF_015710995.1,NZ_CP059991.1,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_CP059991.1.region027,lanthipeptide-class-iii.RiPP-like,RiPPs,GCF_015710995.1,NZ_CP059991.1,2195,2195,2195,552,115,unknown_family,u_RiPPs_115,107,unknown_family,u_RiPPs_107,97,unknown_family,u_RiPPs_97
NZ_CP059991.1.region028,melanin.lanthipeptide-class-ii,Others,GCF_015710995.1,NZ_CP059991.1,2421,2421,2421,2421,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_CP059991.1.region029,lanthipeptide-class-iv.NRPS.T1PKS,Others,GCF_015710995.1,NZ_CP059991.1,2197,2197,2197,36,92,unknown_family,u_Others_92,87,unknown_family,u_Others_87,77,unknown_family,u_Others_77
NZ_CP059991.1.region030,NRPS.T1PKS.lanthipeptide-class-ii,Others,GCF_015710995.1,NZ_CP059991.1,2053,2053,2198,36,55,unknown_family,u_Others_55,57,unknown_family,u_Others_57,46,known_family,coelimycin P1
NZ_CP059991.1.region031,betalactone.NAPAA,Others,GCF_015710995.1,NZ_CP059991.1,2052,2052,2052,36,57,unknown_family,u_Others_57,59,unknown_family,u_Others_59,53,unknown_family,u_Others_53
NZ_CP059991.1.region032,terpene,Terpene,GCF_015710995.1,NZ_CP059991.1,2200,2200,2200,,137,unknown_family,u_Terpene_137,123,unknown_family,u_Terpene_123,113,unknown_family,u_Terpene_113
NZ_JAGIPC010000001.1.region001,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2224,2224,2224,,138,unknown_family,u_Terpene_138,124,unknown_family,u_Terpene_124,114,unknown_family,u_Terpene_114
NZ_JAGIPC010000001.1.region002,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2225,633,633,,79,unknown_family,u_Terpene_79,9,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid,13,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid
NZ_JAGIPC010000001.1.region003,NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_017877015.1,c00001_NZ_JAGI..,2226,2226,2226,,66,unknown_family,u_PKS-NRP_Hybrids_66,66,unknown_family,u_PKS-NRP_Hybrids_66,59,unknown_family,u_PKS-NRP_Hybrids_59
NZ_JAGIPC010000001.1.region004,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2227,2227,2227,,78,unknown_family,u_Terpene_78,77,unknown_family,u_Terpene_77,68,unknown_family,u_Terpene_68
NZ_JAGIPC010000001.1.region005,CDPS,Others,GCF_017877015.1,c00001_NZ_JAGI..,2315,2315,2315,36,60,unknown_family,u_Others_60,62,unknown_family,u_Others_62,56,unknown_family,u_Others_56
NZ_JAGIPC010000001.1.region006,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_017877015.1,c00001_NZ_JAGI..,2314,2314,2314,,67,unknown_family,u_PKS-NRP_Hybrids_67,67,unknown_family,u_PKS-NRP_Hybrids_67,60,unknown_family,u_PKS-NRP_Hybrids_60
NZ_JAGIPC010000001.1.region007,ectoine,Others,GCF_017877015.1,c00001_NZ_JAGI..,1911,1911,1911,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_JAGIPC010000001.1.region008,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2109,2109,2109,,14,unknown_family,u_Terpene_14,12,unknown_family,u_Terpene_12,15,unknown_family,u_Terpene_15
NZ_JAGIPC010000001.1.region009,terpene.NAPAA.lanthipeptide-class-ii,Others,GCF_017877015.1,c00001_NZ_JAGI..,2232,2111,2111,36,62,unknown_family,u_Others_62,20,unknown_family,u_Others_20,23,unknown_family,u_Others_23
NZ_JAGIPC010000001.1.region010,CDPS,Others,GCF_017877015.1,c00001_NZ_JAGI..,1918,1918,1918,36,10,unknown_family,u_Others_10,14,unknown_family,u_Others_14,17,unknown_family,u_Others_17
NZ_JAGIPC010000001.1.region011,siderophore,Others,GCF_017877015.1,c00001_NZ_JAGI..,1919,1919,1919,1919,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_JAGIPC010000001.1.region012,NRPS-like,NRPS,GCF_017877015.1,c00001_NZ_JAGI..,2235,2235,2235,2235,13,unknown_family,u_NRPS_13,17,unknown_family,u_NRPS_17,20,unknown_family,u_NRPS_20
NZ_JAGIPC010000001.1.region013,linaridin,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2236,2306,2236,552,120,unknown_family,u_RiPPs_120,74,unknown_family,u_RiPPs_74,51,known_family,cypemycin
NZ_JAGIPC010000001.1.region014,melanin,Others,GCF_017877015.1,c00001_NZ_JAGI..,1983,1983,1983,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_JAGIPC010000001.1.region015,butyrolactone,Others,GCF_017877015.1,c00001_NZ_JAGI..,2238,2238,2238,2238,11,unknown_family,u_Others_11,15,unknown_family,u_Others_15,18,unknown_family,u_Others_18
NZ_JAGIPC010000001.1.region016,thiopeptide.LAP,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2239,2239,2239,552,18,unknown_family,u_RiPPs_18,21,unknown_family,u_RiPPs_21,24,unknown_family,u_RiPPs_24
NZ_JAGIPC010000001.1.region017,siderophore,Others,GCF_017877015.1,c00001_NZ_JAGI..,2302,2302,2302,36,15,unknown_family,u_Others_15,19,unknown_family,u_Others_19,22,unknown_family,u_Others_22
NZ_JAGIPC010000001.1.region018,siderophore,Others,GCF_017877015.1,c00001_NZ_JAGI..,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_JAGIPC010000001.1.region019,NRPS,NRPS,GCF_017877015.1,c00001_NZ_JAGI..,2242,2242,2242,2175,71,unknown_family,u_NRPS_71,71,unknown_family,u_NRPS_71,64,unknown_family,u_NRPS_64
NZ_JAGIPC010000001.1.region020,NRPS,NRPS,GCF_017877015.1,c00001_NZ_JAGI..,2299,2299,2299,2175,51,unknown_family,u_NRPS_51,54,unknown_family,u_NRPS_54,50,unknown_family,u_NRPS_50
NZ_JAGIPC010000001.1.region021,RiPP-like,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2015,2015,2015,552,9,unknown_family,u_RiPPs_9,11,unknown_family,u_RiPPs_11,9,unknown_family,u_RiPPs_9
NZ_JAGIPC010000001.1.region022,butyrolactone,Others,GCF_017877015.1,c00001_NZ_JAGI..,2297,2414,2414,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_JAGIPC010000001.1.region023,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_017877015.1,c00001_NZ_JAGI..,2296,2296,2296,,68,unknown_family,u_PKS-NRP_Hybrids_68,68,unknown_family,u_PKS-NRP_Hybrids_68,61,unknown_family,u_PKS-NRP_Hybrids_61
NZ_JAGIPC010000001.1.region024,RRE-containing.T2PKS,Others,GCF_017877015.1,c00001_NZ_JAGI..,671,671,2295,36,47,known_family,kanamycin,49,known_family,kanamycin,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_JAGIPC010000001.1.region025,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_JAGIPC010000001.1.region026,RiPP-like,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2174,2131,2131,552,52,unknown_family,u_RiPPs_52,13,unknown_family,u_RiPPs_13,16,unknown_family,u_RiPPs_16
NZ_JAGIPC010000001.1.region027,lanthipeptide-class-iii,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2292,2292,2292,2418,19,unknown_family,u_RiPPs_19,22,unknown_family,u_RiPPs_22,25,unknown_family,u_RiPPs_25
NZ_JAGIPC010000001.1.region028,melanin,Others,GCF_017877015.1,c00001_NZ_JAGI..,2421,2421,2421,2421,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_JAGIPC010000001.1.region029,NRPS,NRPS,GCF_017877015.1,c00001_NZ_JAGI..,2422,2422,2422,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_JAGIPC010000001.1.region030,terpene,Terpene,GCF_017877015.1,c00001_NZ_JAGI..,2253,2253,627,,139,unknown_family,u_Terpene_139,47,known_family,2-methylisoborneol,21,known_family,2-methylisoborneol
NZ_JAGIPC010000001.1.region031,NRPS.T2PKS,PKS-NRP_Hybrids,GCF_017877015.1,c00001_NZ_JAGI..,2288,2288,2288,,65,unknown_family,u_PKS-NRP_Hybrids_65,65,unknown_family,u_PKS-NRP_Hybrids_65,58,unknown_family,u_PKS-NRP_Hybrids_58
NZ_JAGIPC010000001.1.region032,lanthipeptide-class-iv,RiPPs,GCF_017877015.1,c00001_NZ_JAGI..,2255,2255,2255,552,17,known_family,venezuelin,18,known_family,venezuelin,14,known_family,venezuelin
NZ_JAIHBQ010000002.1.region001,arylpolyene.NRPS-like.butyrolactone.T1PKS,Others,GCF_019733325.1,c00001_NZ_JAIH..,2285,2285,2285,36,87,unknown_family,u_Others_87,83,unknown_family,u_Others_83,73,unknown_family,u_Others_73
NZ_JAIHBQ010000001.1.region001,T2PKS,PKSother,GCF_019733325.1,c00002_NZ_JAIH..,1411,1411,2256,,50,known_family,anthrabenzoxocinone;spore pigment,53,known_family,anthrabenzoxocinone;spore pigment,3,known_family,erdacin;spore pigment;aranciamycin;curamycin;granaticin;huanglongmycin A;huanglongmycin B;huanglongmycin C;actinorhodin;kinamycin;naphtocyclinone;pradimicin-A;spore pigment;auricin;jadomycin;griseusin;fluostatin;granaticin;rabelomycin;dehydrorabelomycin;fluostatin F;fluostatin G;fluostatin H;frigocyclinone;oviedomycin;BE-7585A;paramagnetoquinone 1;paramagnetoquinone 2;arixanthomycin A;arixanthomycin B;arixanthomycin C;kiamycin;TLN-05220;fluostatins M-Q;BE-24566B;lugdunomycin;setomimycin;mayamycin;julichrome Q3-3;julichrome Q3-5;formicamycins A-M;anthrabenzoxocinone;BE-24566B;zunyimycin A;gilvocarcin V;oviedomycin
NZ_JAIHBQ010000001.1.region002,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2257,2257,2257,,131,unknown_family,u_Terpene_131,119,unknown_family,u_Terpene_119,109,unknown_family,u_Terpene_109
NZ_JAIHBQ010000001.1.region003,NRPS,NRPS,GCF_019733325.1,c00002_NZ_JAIH..,2422,2422,2422,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_JAIHBQ010000001.1.region004,ladderane,Others,GCF_019733325.1,c00002_NZ_JAIH..,2259,2259,2259,36,91,unknown_family,u_Others_91,86,unknown_family,u_Others_86,76,unknown_family,u_Others_76
NZ_JAIHBQ010000001.1.region005,melanin,Others,GCF_019733325.1,c00002_NZ_JAIH..,2205,2205,2421,2205,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_JAIHBQ010000001.1.region006,lanthipeptide-class-iii,RiPPs,GCF_019733325.1,c00002_NZ_JAIH..,2261,2261,2261,552,127,unknown_family,u_RiPPs_127,116,unknown_family,u_RiPPs_116,106,unknown_family,u_RiPPs_106
NZ_JAIHBQ010000001.1.region007,NRPS-like,NRPS,GCF_019733325.1,c00002_NZ_JAIH..,2262,2262,2262,2175,106,unknown_family,u_NRPS_106,100,unknown_family,u_NRPS_100,90,unknown_family,u_NRPS_90
NZ_JAIHBQ010000001.1.region008,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_JAIHBQ010000001.1.region009,butyrolactone,Others,GCF_019733325.1,c00002_NZ_JAIH..,2297,2264,2033,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_JAIHBQ010000001.1.region010,RiPP-like,RiPPs,GCF_019733325.1,c00002_NZ_JAIH..,2015,2015,2015,552,9,unknown_family,u_RiPPs_9,11,unknown_family,u_RiPPs_11,9,unknown_family,u_RiPPs_9
NZ_JAIHBQ010000001.1.region011,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_019733325.1,c00002_NZ_JAIH..,2266,2266,2266,2266,21,unknown_family,u_Others_21,23,unknown_family,u_Others_23,26,unknown_family,u_Others_26
NZ_JAIHBQ010000001.1.region012,indole,Others,GCF_019733325.1,c00002_NZ_JAIH..,2267,2267,2267,36,90,unknown_family,u_Others_90,85,unknown_family,u_Others_85,75,unknown_family,u_Others_75
NZ_JAIHBQ010000001.1.region013,siderophore,Others,GCF_019733325.1,c00002_NZ_JAIH..,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_JAIHBQ010000001.1.region014,siderophore,Others,GCF_019733325.1,c00002_NZ_JAIH..,2302,2302,2302,36,15,unknown_family,u_Others_15,19,unknown_family,u_Others_19,22,unknown_family,u_Others_22
NZ_JAIHBQ010000001.1.region015,T3PKS,PKSother,GCF_019733325.1,c00002_NZ_JAIH..,2270,2270,2270,,12,unknown_family,u_PKSother_12,16,unknown_family,u_PKSother_16,19,unknown_family,u_PKSother_19
NZ_JAIHBQ010000001.1.region016,melanin,Others,GCF_019733325.1,c00002_NZ_JAIH..,1983,1983,1983,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_JAIHBQ010000001.1.region017,NRPS,NRPS,GCF_019733325.1,c00002_NZ_JAIH..,2272,2272,2272,2175,112,unknown_family,u_NRPS_112,104,unknown_family,u_NRPS_104,94,unknown_family,u_NRPS_94
NZ_JAIHBQ010000001.1.region018,siderophore,Others,GCF_019733325.1,c00002_NZ_JAIH..,1919,1919,1919,1919,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_JAIHBQ010000001.1.region019,NRPS,NRPS,GCF_019733325.1,c00002_NZ_JAIH..,2299,2299,2299,2175,51,unknown_family,u_NRPS_51,54,unknown_family,u_NRPS_54,50,unknown_family,u_NRPS_50
NZ_JAIHBQ010000001.1.region020,betalactone,Others,GCF_019733325.1,c00002_NZ_JAIH..,2275,2275,2275,36,94,unknown_family,u_Others_94,52,unknown_family,u_Others_52,49,unknown_family,u_Others_49
NZ_JAIHBQ010000001.1.region021,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2276,633,633,,133,unknown_family,u_Terpene_133,9,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid,13,known_family,isorenieratene;isorenieratene;isorenieratene;carotenoid;carotenoid
NZ_JAIHBQ010000001.1.region022,terpene.lanthipeptide-class-ii,Others,GCF_019733325.1,c00002_NZ_JAIH..,2111,2111,2111,36,20,unknown_family,u_Others_20,20,unknown_family,u_Others_20,23,unknown_family,u_Others_23
NZ_JAIHBQ010000001.1.region023,lanthipeptide-class-iii,RiPPs,GCF_019733325.1,c00002_NZ_JAIH..,2278,2278,2278,552,117,unknown_family,u_RiPPs_117,109,unknown_family,u_RiPPs_109,99,unknown_family,u_RiPPs_99
NZ_JAIHBQ010000001.1.region024,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2279,2279,2279,,136,unknown_family,u_Terpene_136,122,unknown_family,u_Terpene_122,112,unknown_family,u_Terpene_112
NZ_JAIHBQ010000001.1.region025,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2109,2109,2109,,14,unknown_family,u_Terpene_14,12,unknown_family,u_Terpene_12,15,unknown_family,u_Terpene_15
NZ_JAIHBQ010000001.1.region026,ectoine,Others,GCF_019733325.1,c00002_NZ_JAIH..,1911,1911,1911,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
NZ_JAIHBQ010000001.1.region027,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_019733325.1,c00002_NZ_JAIH..,2282,2282,2282,,98,unknown_family,u_PKS-NRP_Hybrids_98,92,unknown_family,u_PKS-NRP_Hybrids_92,82,unknown_family,u_PKS-NRP_Hybrids_82
NZ_JAIHBQ010000001.1.region028,terpene,Terpene,GCF_019733325.1,c00002_NZ_JAIH..,2283,2283,2283,,135,unknown_family,u_Terpene_135,121,unknown_family,u_Terpene_121,111,unknown_family,u_Terpene_111
NZ_JAIHBQ010000001.1.region029,T3PKS,PKSother,GCF_019733325.1,c00002_NZ_JAIH..,2284,2284,2284,,101,unknown_family,u_PKSother_101,95,unknown_family,u_PKSother_95,85,unknown_family,u_PKSother_85
NZ_JAJNOJ010000002.1.region001,lanthipeptide-class-iv,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2255,2255,2255,552,17,known_family,venezuelin,18,known_family,venezuelin,14,known_family,venezuelin
NZ_JAJNOJ010000002.1.region002,NRPS.NAPAA,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2287,2287,2287,2175,104,unknown_family,u_NRPS_104,98,unknown_family,u_NRPS_98,88,unknown_family,u_NRPS_88
NZ_JAJNOJ010000002.1.region003,NRPS.T2PKS.T1PKS,PKS-NRP_Hybrids,GCF_021044745.1,c00002_NZ_JAJN..,2288,2288,2288,,65,unknown_family,u_PKS-NRP_Hybrids_65,65,unknown_family,u_PKS-NRP_Hybrids_65,58,unknown_family,u_PKS-NRP_Hybrids_58
NZ_JAJNOJ010000002.1.region004,thiopeptide.terpene.LAP,Others,GCF_021044745.1,c00002_NZ_JAJN..,2289,2289,2289,36,85,unknown_family,u_Others_85,81,unknown_family,u_Others_81,71,unknown_family,u_Others_71
NZ_JAJNOJ010000002.1.region005,NRPS,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2422,2422,2422,2175,8,unknown_family,u_NRPS_8,8,unknown_family,u_NRPS_8,11,known_family,salinichelins
NZ_JAJNOJ010000002.1.region006,melanin,Others,GCF_021044745.1,c00002_NZ_JAJN..,2421,2421,2421,2421,7,unknown_family,u_Others_7,7,unknown_family,u_Others_7,8,known_family,melanin
NZ_JAJNOJ010000002.1.region007,lanthipeptide-class-iii,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2292,2292,2292,2418,19,unknown_family,u_RiPPs_19,22,unknown_family,u_RiPPs_22,25,unknown_family,u_RiPPs_25
NZ_JAJNOJ010000002.1.region008,RiPP-like,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2174,2174,2174,552,52,unknown_family,u_RiPPs_52,13,unknown_family,u_RiPPs_13,16,unknown_family,u_RiPPs_16
NZ_JAJNOJ010000002.1.region009,terpene,Terpene,GCF_021044745.1,c00002_NZ_JAJN..,2263,2294,2294,,5,unknown_family,u_Terpene_5,3,known_family,hopene,6,known_family,hopene
NZ_JAJNOJ010000002.1.region010,RRE-containing.T2PKS,Others,GCF_021044745.1,c00002_NZ_JAJN..,671,671,2295,36,47,known_family,kanamycin,49,known_family,kanamycin,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_JAJNOJ010000002.1.region011,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_021044745.1,c00002_NZ_JAJN..,2296,2296,2296,,68,unknown_family,u_PKS-NRP_Hybrids_68,68,unknown_family,u_PKS-NRP_Hybrids_68,61,unknown_family,u_PKS-NRP_Hybrids_61
NZ_JAJNOJ010000002.1.region012,butyrolactone,Others,GCF_021044745.1,c00002_NZ_JAJN..,2297,2264,2414,36,4,unknown_family,u_Others_4,5,unknown_family,u_Others_5,1,known_family,simocyclinone D8;komodoquinone B;landomycin A;tetarimycin A;tetarimycin B;cosmomycin D;urdamycin;prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A;simocyclinone;saprolmycin E;LL-D49194α1 (LLD);komodoquinone B;Sch-47554;Sch-47555;rhodomycin;saquayamycin A;warkmycin CS1;warkmycin CS2;cytorhodin;cosmomycin C;grincamycin;saquayamycin Z;kanamycin;simocyclinone D8
NZ_JAJNOJ010000002.1.region013,RiPP-like,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2015,2015,2015,552,9,unknown_family,u_RiPPs_9,11,unknown_family,u_RiPPs_11,9,unknown_family,u_RiPPs_9
NZ_JAJNOJ010000002.1.region014,NRPS,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2299,2299,2299,2175,51,unknown_family,u_NRPS_51,54,unknown_family,u_NRPS_54,50,unknown_family,u_NRPS_50
NZ_JAJNOJ010000002.1.region015,NRPS,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2242,2242,2242,2175,71,unknown_family,u_NRPS_71,71,unknown_family,u_NRPS_71,64,unknown_family,u_NRPS_64
NZ_JAJNOJ010000002.1.region016,siderophore,Others,GCF_021044745.1,c00002_NZ_JAJN..,2014,2014,2014,36,6,unknown_family,u_Others_6,6,unknown_family,u_Others_6,10,unknown_family,u_Others_10
NZ_JAJNOJ010000002.1.region017,siderophore,Others,GCF_021044745.1,c00002_NZ_JAJN..,2302,2302,2302,36,15,unknown_family,u_Others_15,19,unknown_family,u_Others_19,22,unknown_family,u_Others_22
NZ_JAJNOJ010000002.1.region018,LAP.thiopeptide,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2239,2239,2239,552,18,unknown_family,u_RiPPs_18,21,unknown_family,u_RiPPs_21,24,unknown_family,u_RiPPs_24
NZ_JAJNOJ010000002.1.region019,butyrolactone,Others,GCF_021044745.1,c00002_NZ_JAJN..,2238,2238,2238,2238,11,unknown_family,u_Others_11,15,unknown_family,u_Others_15,18,unknown_family,u_Others_18
NZ_JAJNOJ010000002.1.region020,melanin,Others,GCF_021044745.1,c00002_NZ_JAJN..,1983,1983,1983,36,3,unknown_family,u_Others_3,4,unknown_family,u_Others_4,7,unknown_family,u_Others_7
NZ_JAJNOJ010000002.1.region021,linaridin,RiPPs,GCF_021044745.1,c00002_NZ_JAJN..,2306,2306,2236,552,122,unknown_family,u_RiPPs_122,74,unknown_family,u_RiPPs_74,51,known_family,cypemycin
NZ_JAJNOJ010000002.1.region022,NRPS-like,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2235,2235,2235,2235,13,unknown_family,u_NRPS_13,17,unknown_family,u_NRPS_17,20,unknown_family,u_NRPS_20
NZ_JAJNOJ010000002.1.region023,siderophore,Others,GCF_021044745.1,c00002_NZ_JAJN..,1919,1919,1919,1919,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,1,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,4,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B;desferrioxamine E
NZ_JAJNOJ010000002.1.region024,CDPS,Others,GCF_021044745.1,c00002_NZ_JAJN..,1918,1918,1918,36,10,unknown_family,u_Others_10,14,unknown_family,u_Others_14,17,unknown_family,u_Others_17
NZ_JAJNOJ010000002.1.region025,NAPAA,NRPS,GCF_021044745.1,c00002_NZ_JAJN..,2310,2310,2310,2175,103,unknown_family,u_NRPS_103,97,unknown_family,u_NRPS_97,87,unknown_family,u_NRPS_87
NZ_JAJNOJ010000002.1.region026,terpene.lanthipeptide-class-ii,Others,GCF_021044745.1,c00002_NZ_JAJN..,2232,2111,2111,36,62,unknown_family,u_Others_62,20,unknown_family,u_Others_20,23,unknown_family,u_Others_23
NZ_JAJNOJ010000002.1.region027,terpene,Terpene,GCF_021044745.1,c00002_NZ_JAJN..,2109,2109,2109,,14,unknown_family,u_Terpene_14,12,unknown_family,u_Terpene_12,15,unknown_family,u_Terpene_15
NZ_JAJNOJ010000002.1.region028,ectoine,Others,GCF_021044745.1,c00002_NZ_JAJN..,1911,1911,1911,2045,2,known_family,ectoine,2,known_family,ectoine,5,known_family,ectoine
