,product,bigscape_class,genome_id,accn_id,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,bigslice_query,gtdb_release,Domain,Phylum,Class,Order,Family,Genus,Species,Organism,on_contig_edge,length_nt
NZ_WWHE01000001.1.region001,ectoine,Others,GCF_009862215.1,NZ_WWHE01000001,1911.0,1911.0,1911.0,2045.0,2.0,known_family,ectoine,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10417.0
NZ_WWHE01000001.1.region002,terpene,Terpene,GCF_009862215.1,NZ_WWHE01000001,2109.0,2109.0,2109.0,,14.0,unknown_family,u_Terpene_14,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20954.0
NZ_WWHE01000001.1.region003,T3PKS.NRPS.NRPS-like.T1PKS,PKS-NRP_Hybrids,GCF_009862215.1,NZ_WWHE01000001,1913.0,1913.0,1913.0,,22.0,known_family,venemycin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,99490.0
NZ_WWHE01000001.1.region004,terpene.lanthipeptide-class-ii,Others,GCF_009862215.1,NZ_WWHE01000001,2111.0,2111.0,2111.0,36.0,20.0,unknown_family,u_Others_20,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,29652.0
NZ_WWHE01000001.1.region005,lanthipeptide-class-iv,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2399.0,2399.0,2399.0,552.0,17.0,known_family,venezuelin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22853.0
NZ_WWHE01000001.1.region006,indole,Others,GCF_009862215.1,NZ_WWHE01000001,2143.0,2143.0,2143.0,36.0,26.0,unknown_family,u_Others_26,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,23207.0
NZ_WWHE01000001.1.region007,NRPS-like,NRPS,GCF_009862215.1,NZ_WWHE01000001,1917.0,1917.0,1917.0,2175.0,23.0,known_family,chloramphenicol,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,42067.0
NZ_WWHE01000001.1.region008,CDPS,Others,GCF_009862215.1,NZ_WWHE01000001,1918.0,1918.0,1918.0,36.0,10.0,unknown_family,u_Others_10,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20726.0
NZ_WWHE01000001.1.region009,siderophore,Others,GCF_009862215.1,NZ_WWHE01000001,1919.0,1919.0,1919.0,1919.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10935.0
NZ_WWHE01000001.1.region010,lassopeptide,RiPPs,GCF_009862215.1,NZ_WWHE01000001,1950.0,1950.0,1950.0,552.0,29.0,unknown_family,u_RiPPs_29,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22360.0
NZ_WWHE01000001.1.region011,NRPS-like,NRPS,GCF_009862215.1,NZ_WWHE01000001,1981.0,1981.0,1981.0,2235.0,13.0,unknown_family,u_NRPS_13,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,42518.0
NZ_WWHE01000001.1.region012,butyrolactone,Others,GCF_009862215.1,NZ_WWHE01000001,1982.0,1982.0,1982.0,36.0,24.0,unknown_family,u_Others_24,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,8183.0
NZ_WWHE01000001.1.region013,melanin,Others,GCF_009862215.1,NZ_WWHE01000001,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,8218.0
NZ_WWHE01000001.1.region014,butyrolactone,Others,GCF_009862215.1,NZ_WWHE01000001,2094.0,2094.0,2094.0,2094.0,11.0,unknown_family,u_Others_11,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41107.0
NZ_WWHE01000001.1.region015,thiopeptide.LAP,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2239.0,2239.0,2239.0,552.0,18.0,unknown_family,u_RiPPs_18,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,33133.0
NZ_WWHE01000001.1.region016,T3PKS,PKSother,GCF_009862215.1,NZ_WWHE01000001,2270.0,2270.0,2270.0,,12.0,unknown_family,u_PKSother_12,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,38528.0
NZ_WWHE01000001.1.region017,siderophore,Others,GCF_009862215.1,NZ_WWHE01000001,2123.0,2123.0,2123.0,36.0,15.0,unknown_family,u_Others_15,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,12463.0
NZ_WWHE01000001.1.region018,siderophore,Others,GCF_009862215.1,NZ_WWHE01000001,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,14422.0
NZ_WWHE01000001.1.region019,RiPP-like,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2125.0,2125.0,2125.0,552.0,30.0,unknown_family,u_RiPPs_30,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10830.0
NZ_WWHE01000001.1.region020,butyrolactone.T2PKS,Others,GCF_009862215.1,NZ_WWHE01000001,2297.0,2414.0,2414.0,36.0,4.0,unknown_family,u_Others_4,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,72595.0
NZ_WWHE01000001.1.region021,NAPAA,NRPS,GCF_009862215.1,NZ_WWHE01000001,2415.0,2415.0,2415.0,2175.0,27.0,unknown_family,u_NRPS_27,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,33903.0
NZ_WWHE01000001.1.region022,NRPS-like.ladderane.thioamide-NRP.NRPS.RRE-containing,Others,GCF_009862215.1,NZ_WWHE01000001,2416.0,2416.0,2416.0,2416.0,21.0,unknown_family,u_Others_21,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,122089.0
NZ_WWHE01000001.1.region023,terpene,Terpene,GCF_009862215.1,NZ_WWHE01000001,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,25120.0
NZ_WWHE01000001.1.region024,lanthipeptide-class-iii,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2418.0,2418.0,2418.0,2418.0,19.0,unknown_family,u_RiPPs_19,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,22628.0
NZ_WWHE01000001.1.region025,RiPP-like,RiPPs,GCF_009862215.1,NZ_WWHE01000001,2131.0,2131.0,2131.0,552.0,28.0,unknown_family,u_RiPPs_28,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10855.0
NZ_WWHE01000001.1.region026,T2PKS,PKSother,GCF_009862215.1,NZ_WWHE01000001,2420.0,2163.0,2420.0,,16.0,known_family,BE-24566B;spore pigment;BE-24566B;zunyimycin A;curamycin,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,72513.0
NZ_WWHE01000001.1.region027,melanin,Others,GCF_009862215.1,NZ_WWHE01000001,2421.0,2421.0,2421.0,2421.0,7.0,unknown_family,u_Others_7,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,10390.0
NZ_WWHE01000001.1.region028,NRPS,NRPS,GCF_009862215.1,NZ_WWHE01000001,2422.0,2422.0,2422.0,2175.0,8.0,unknown_family,u_NRPS_8,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,52839.0
NZ_WWHE01000001.1.region029,terpene,Terpene,GCF_009862215.1,NZ_WWHE01000001,2423.0,2423.0,2423.0,,31.0,unknown_family,u_Terpene_31,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,20023.0
NZ_WWHE01000001.1.region030,T3PKS,PKSother,GCF_009862215.1,NZ_WWHE01000001,2136.0,2136.0,2136.0,,38.0,unknown_family,u_PKSother_38,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,0.0,41158.0
NZ_WWHE01000001.1.region031,NRPS.terpene,Others,GCF_009862215.1,NZ_WWHE01000001,2079.0,2079.0,2079.0,36.0,25.0,unknown_family,u_Others_25,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,venezuelae,s__Streptomyces venezuelae,1.0,36224.0
NZ_JAAMPB010000001.1.region001,melanin,Others,GCF_011758705.1,c00001_NZ_JAAM..,2332.0,2332.0,2332.0,36.0,3.0,unknown_family,u_Others_3,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,10417.0
NZ_JAAMPB010000001.1.region002,phenazine.NRPS,Others,GCF_011758705.1,c00001_NZ_JAAM..,2012.0,2012.0,2012.0,36.0,33.0,unknown_family,u_Others_33,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,71387.0
NZ_JAAMPB010000001.1.region003,NRPS.RRE-containing.T1PKS,Others,GCF_011758705.1,c00001_NZ_JAAM..,2011.0,2011.0,2011.0,36.0,35.0,unknown_family,u_Others_35,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,68403.0
NZ_JAAMPB010000001.1.region004,siderophore,Others,GCF_011758705.1,c00001_NZ_JAAM..,2010.0,2010.0,2010.0,2010.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,11791.0
NZ_JAAMPB010000002.1.region001,melanin,Others,GCF_011758705.1,c00002_NZ_JAAM..,2205.0,2205.0,2205.0,2205.0,7.0,unknown_family,u_Others_7,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,10390.0
NZ_JAAMPB010000002.1.region002,NRPS,NRPS,GCF_011758705.1,c00002_NZ_JAAM..,2023.0,2206.0,2206.0,2175.0,45.0,unknown_family,u_NRPS_45,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,64587.0
NZ_JAAMPB010000002.1.region003,terpene,Terpene,GCF_011758705.1,c00002_NZ_JAAM..,2207.0,2207.0,2207.0,,42.0,unknown_family,u_Terpene_42,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,19853.0
NZ_JAAMPB010000002.1.region004,nucleoside,Others,GCF_011758705.1,c00002_NZ_JAAM..,2326.0,2326.0,2326.0,36.0,48.0,unknown_family,u_Others_48,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,20390.0
NZ_JAAMPB010000002.1.region005,terpene,Terpene,GCF_011758705.1,c00002_NZ_JAAM..,2263.0,2294.0,2294.0,,5.0,unknown_family,u_Terpene_5,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,25204.0
NZ_JAAMPB010000002.1.region006,butyrolactone.furan,Others,GCF_011758705.1,c00002_NZ_JAAM..,2324.0,2324.0,2324.0,36.0,37.0,unknown_family,u_Others_37,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,26068.0
NZ_JAAMPB010000002.1.region007,T2PKS.oligosaccharide,Others,GCF_011758705.1,c00002_NZ_JAAM..,2323.0,2323.0,2032.0,36.0,34.0,unknown_family,u_Others_34,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,72489.0
NZ_JAAMPB010000002.1.region008,NRPS.butyrolactone,Others,GCF_011758705.1,c00002_NZ_JAAM..,2322.0,2322.0,2033.0,36.0,4.0,unknown_family,u_Others_4,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,55310.0
NZ_JAAMPB010000002.1.region009,terpene,Terpene,GCF_011758705.1,c00002_NZ_JAAM..,2034.0,2034.0,2321.0,,40.0,unknown_family,u_Terpene_40,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,24931.0
NZ_JAAMPB010000002.1.region010,RiPP-like,RiPPs,GCF_011758705.1,c00002_NZ_JAAM..,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,11437.0
NZ_JAAMPB010000003.1.region001,T1PKS,PKSI,GCF_011758705.1,c00003_NZ_JAAM..,2041.0,2041.0,2041.0,,32.0,unknown_family,u_PKSI_32,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,96500.0
NZ_JAAMPB010000003.1.region002,LAP,RiPPs,GCF_011758705.1,c00003_NZ_JAAM..,2008.0,2008.0,2008.0,552.0,76.0,unknown_family,u_RiPPs_76,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,22918.0
NZ_JAAMPB010000003.1.region003,terpene.T2PKS,Others,GCF_011758705.1,c00003_NZ_JAAM..,2042.0,2042.0,2042.0,36.0,36.0,unknown_family,u_Others_36,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,72513.0
NZ_JAAMPB010000003.1.region004,NRPS,NRPS,GCF_011758705.1,c00003_NZ_JAAM..,2043.0,2043.0,2043.0,2175.0,8.0,unknown_family,u_NRPS_8,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,96814.0
NZ_JAAMPB010000003.1.region005,terpene,Terpene,GCF_011758705.1,c00003_NZ_JAAM..,2044.0,2044.0,2044.0,,41.0,unknown_family,u_Terpene_41,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,22196.0
NZ_JAAMPB010000003.1.region006,ectoine,Others,GCF_011758705.1,c00003_NZ_JAAM..,2045.0,2045.0,2045.0,2045.0,2.0,known_family,ectoine,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,10438.0
NZ_JAAMPB010000003.1.region007,NRPS,NRPS,GCF_011758705.1,c00003_NZ_JAAM..,2046.0,2046.0,2046.0,2175.0,39.0,unknown_family,u_NRPS_39,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,1.0,52892.0
NZ_JAAMPB010000004.1.region001,terpene,Terpene,GCF_011758705.1,c00004_NZ_JAAM..,2365.0,2365.0,2365.0,,43.0,unknown_family,u_Terpene_43,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,20954.0
NZ_JAAMPB010000007.1.region001,terpene,Terpene,GCF_011758705.1,c00007_NZ_JAAM..,2047.0,2047.0,2047.0,,44.0,unknown_family,u_Terpene_44,query,R202,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,bikiniensis,s__Streptomyces bikiniensis,0.0,20927.0
NZ_BNBE01000001.1.region001,ectoine,Others,GCF_014654895.1,NZ_BNBE01000001,2389.0,2389.0,2389.0,36.0,2.0,known_family,ectoine,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,10405.0
NZ_BNBE01000001.1.region002,butyrolactone.T2PKS.T1PKS,Others,GCF_014654895.1,NZ_BNBE01000001,2390.0,1943.0,2390.0,36.0,58.0,unknown_family,u_Others_58,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,159327.0
NZ_BNBE01000001.1.region003,butyrolactone,Others,GCF_014654895.1,NZ_BNBE01000001,2297.0,2264.0,2033.0,36.0,4.0,unknown_family,u_Others_4,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,10939.0
NZ_BNBE01000001.1.region004,RiPP-like,RiPPs,GCF_014654895.1,NZ_BNBE01000001,2015.0,2015.0,2015.0,552.0,9.0,unknown_family,u_RiPPs_9,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,11437.0
NZ_BNBE01000001.1.region005,NRPS.NRPS-like.T2PKS.LAP,Others,GCF_014654895.1,NZ_BNBE01000001,2393.0,2393.0,2393.0,36.0,54.0,unknown_family,u_Others_54,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,101802.0
NZ_BNBE01000001.1.region006,siderophore,Others,GCF_014654895.1,NZ_BNBE01000001,2014.0,2014.0,2014.0,36.0,6.0,unknown_family,u_Others_6,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,13338.0
NZ_BNBE01000001.1.region007,T3PKS,PKSother,GCF_014654895.1,NZ_BNBE01000001,2270.0,2270.0,2270.0,,12.0,unknown_family,u_PKSother_12,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,41131.0
NZ_BNBE01000001.1.region008,melanin,Others,GCF_014654895.1,NZ_BNBE01000001,1983.0,1983.0,1983.0,36.0,3.0,unknown_family,u_Others_3,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,10417.0
NZ_BNBE01000001.1.region009,lassopeptide,RiPPs,GCF_014654895.1,NZ_BNBE01000001,1950.0,1950.0,1950.0,552.0,29.0,unknown_family,u_RiPPs_29,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,22348.0
NZ_BNBE01000001.1.region010,siderophore,Others,GCF_014654895.1,NZ_BNBE01000001,2010.0,2010.0,2010.0,2010.0,1.0,known_family,desferrioxamin B;desferrioxamine E;desferrioxamine;desferrioxamine E;desferrioxamin B,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,11770.0
NZ_BNBE01000001.1.region011,NRPS-like,NRPS,GCF_014654895.1,NZ_BNBE01000001,1952.0,1952.0,1952.0,2175.0,69.0,unknown_family,u_NRPS_69,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,41950.0
NZ_BNBE01000002.1.region001,guanidinotides,RiPPs,GCF_014654895.1,NZ_BNBE01000002,1953.0,1953.0,1953.0,552.0,125.0,unknown_family,u_RiPPs_125,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,23591.0
NZ_BNBE01000002.1.region002,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000002,1954.0,1954.0,1954.0,,140.0,unknown_family,u_Terpene_140,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,20226.0
NZ_BNBE01000002.1.region003,lanthipeptide-class-iii,RiPPs,GCF_014654895.1,NZ_BNBE01000002,2370.0,2370.0,2370.0,552.0,75.0,unknown_family,u_RiPPs_75,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,22619.0
NZ_BNBE01000002.1.region004,NRPS.T1PKS,PKS-NRP_Hybrids,GCF_014654895.1,NZ_BNBE01000002,1613.0,949.0,949.0,,49.0,known_family,pactamides,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,49327.0
NZ_BNBE01000002.1.region005,NRPS,NRPS,GCF_014654895.1,NZ_BNBE01000002,2372.0,2372.0,2372.0,2175.0,70.0,unknown_family,u_NRPS_70,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,55520.0
NZ_BNBE01000002.1.region006,terpene,Terpene,GCF_014654895.1,NZ_BNBE01000002,2373.0,2109.0,2109.0,,80.0,unknown_family,u_Terpene_80,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,21982.0
NZ_BNBE01000002.1.region007,RiPP-like,RiPPs,GCF_014654895.1,NZ_BNBE01000002,2374.0,1959.0,1959.0,552.0,74.0,unknown_family,u_RiPPs_74,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,10822.0
NZ_BNBE01000002.1.region008,ectoine,Others,GCF_014654895.1,NZ_BNBE01000002,2389.0,2389.0,2389.0,36.0,2.0,known_family,ectoine,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,10405.0
NZ_BNBE01000002.1.region009,betalactone,Others,GCF_014654895.1,NZ_BNBE01000002,2376.0,2275.0,2275.0,36.0,61.0,unknown_family,u_Others_61,query,unknown,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,filamentosus,s__Streptomyces filamentosus,0.0,27753.0
